orderid,createdtimestamp,iscancelled,isconfirmed,maxfulfillmentstatusid,minfulfillmentstatusid,ordertypeid,orgid,sellinglocationid,messageid,utmcampaign,utmmedium,utmsource,customeremail,fulfillmentstatus,alternateorderid,order_source,payment_method,shipping_method,customer_type,device_type,browser
122000092,2024-05-24T00:00:00.000,False,True,5000,5000,WEB,dxlg-us,LOC6072,95f351a7-2e08-422b-85c6-d0e3c6dcbbd0,black_friday,organic,twitter,customer6381@email.com,Cancelled,ALT234001,WEBSITE,GIFT_CARD,SAME_DAY,VIP,DESKTOP,Firefox
122000093,2023-06-19T00:00:00.000,False,True,3000,3000,PHONE,dxlg-us,LOC8967,11378755-bc6b-411f-80a7-3bd2e47ef446,summer_promo,social,facebook,customer3538@email.com,Fulfilled,ALT410160,WEBSITE,APPLE_PAY,SAME_DAY,NEW,TABLET,Mobile Safari
122000094,2021-06-20T00:00:00.000,False,True,3000,3000,MOBILE,dxlg-us,LOC3962,e5609cd3-2e26-4215-86d5-d2e9f5b1ce67,new_year,referral,affiliate,customer3712@email.com,Processing,ALT558933,WEBSITE,GIFT_CARD,OVERNIGHT,RETURNING,APP,Mobile Safari
122000095,2023-03-13T00:00:00.000,False,True,2000,2000,MOBILE,dxlg-us,LOC9749,44a015cc-7782-4374-9a3a-7f72e1765579,summer_promo,cpc,affiliate,customer8684@email.com,Cancelled,ALT303440,CALL_CENTER,APPLE_PAY,PICKUP,LOYALTY,TABLET,Edge
122000096,2025-08-21T00:00:00.000,False,True,3000,3000,MOBILE,dxlg-us,LOC3267,4a1cd204-c7c8-4296-a081-70fd0e73a858,new_year,cpc,google,customer8873@email.com,Cancelled,ALT489244,WEBSITE,APPLE_PAY,STANDARD,VIP,DESKTOP,Safari
122000097,2023-01-22T00:00:00.000,False,True,4000,4000,MOBILE,dxlg-us,LOC8167,55c8f7a1-1928-48b5-9936-c62417737651,spring_sale,social,affiliate,customer8391@email.com,Fulfilled,ALT127965,IN_STORE,CREDIT_CARD,PICKUP,VIP,MOBILE,Edge
122000098,2020-11-30T00:00:00.000,False,True,3000,3000,PHONE,dxlg-us,LOC2623,d7f683ab-9650-46a5-93bc-655dd1f06582,new_year,referral,twitter,customer6493@email.com,Cancelled,ALT253143,MOBILE_APP,CREDIT_CARD,OVERNIGHT,LOYALTY,MOBILE,Edge
122000099,2025-01-11T00:00:00.000,False,True,3000,3000,WEB,dxlg-us,LOC5193,0734a731-201a-4e76-96ee-4d87bcdd4f89,summer_promo,social,bing,customer9647@email.com,Pending,ALT216587,CALL_CENTER,DEBIT_CARD,OVERNIGHT,NEW,DESKTOP,Safari
122000100,2024-09-15T00:00:00.000,False,True,4000,4000,STORE,dxlg-us,LOC2029,72739512-bf0d-4ebd-93e9-135e5a5b552d,spring_sale,organic,bing,customer9782@email.com,Fulfilled,ALT762652,MOBILE_APP,DEBIT_CARD,OVERNIGHT,LOYALTY,DESKTOP,Mobile Safari
122000101,2023-12-16T00:00:00.000,False,True,2000,2000,MOBILE,dxlg-us,LOC2402,2af4e51b-5e61-4693-9c02-ec37a19c45ba,black_friday,cpc,google,customer9618@email.com,Shipped,ALT631971,WEBSITE,GIFT_CARD,PICKUP,NEW,APP,Firefox
122000102,2022-11-04T00:00:00.000,False,True,3000,3000,WEB,dxlg-us,LOC6649,6904deee-7863-4eeb-931b-5145846cba82,summer_promo,referral,twitter,customer2698@email.com,Cancelled,ALT710169,CALL_CENTER,DEBIT_CARD,STANDARD,VIP,TABLET,Safari
122000103,2025-03-18T00:00:00.000,False,True,5000,5000,MOBILE,dxlg-us,LOC3209,d191c869-0971-4e1d-a9e5-b87f46945c81,spring_sale,referral,affiliate,customer8498@email.com,Fulfilled,ALT407696,MOBILE_APP,CREDIT_CARD,EXPRESS,NEW,TABLET,Firefox
122000104,2025-10-12T00:00:00.000,False,True,4000,4000,STORE,dxlg-us,LOC5150,70fb30fa-4ffc-488e-bd51-e788aef8a1e4,spring_sale,referral,facebook,customer5687@email.com,Fulfilled,ALT918771,WEBSITE,PAYPAL,OVERNIGHT,NEW,TABLET,Edge
122000105,2024-06-26T00:00:00.000,False,True,2000,2000,PHONE,dxlg-us,LOC4060,c04b6584-54d5-44a5-8ef1-d39a5f21b5d8,holiday_2024,referral,newsletter,customer7018@email.com,Cancelled,ALT644500,CALL_CENTER,CREDIT_CARD,PICKUP,NEW,APP,Mobile Safari
122000106,2022-01-09T00:00:00.000,False,True,3000,3000,WEB,dxlg-us,LOC2311,94bfdd7c-c0dc-4200-817c-f984aff8e427,fall_clearance,referral,instagram,customer6021@email.com,Pending,ALT731894,IN_STORE,DEBIT_CARD,PICKUP,VIP,APP,Chrome
122000107,2023-12-15T00:00:00.000,False,True,2000,2000,PHONE,dxlg-us,LOC1939,ef44ce39-d111-48d4-9e49-acb78d2fdcf4,spring_sale,referral,twitter,customer7655@email.com,Fulfilled,ALT638009,MOBILE_APP,CREDIT_CARD,EXPRESS,LOYALTY,DESKTOP,Safari
122000108,2020-10-02T00:00:00.000,False,True,5000,5000,PHONE,dxlg-us,LOC6933,7074e308-0752-4b0c-905a-733890aa4db0,holiday_2024,direct,google,customer3513@email.com,Processing,ALT571778,CALL_CENTER,PAYPAL,PICKUP,NEW,MOBILE,Mobile Safari
122000109,2024-02-12T00:00:00.000,False,True,5000,5000,PHONE,dxlg-us,LOC5089,f3db830e-8332-41ae-90e8-71cdfa002fb0,spring_sale,email,twitter,customer4048@email.com,Pending,ALT642895,IN_STORE,APPLE_PAY,STANDARD,VIP,TABLET,Edge
122000110,2022-05-28T00:00:00.000,False,True,5000,5000,STORE,dxlg-us,LOC4279,9ee76d30-b2b6-4017-be17-d130748537fd,spring_sale,social,affiliate,customer2213@email.com,Pending,ALT281043,IN_STORE,CREDIT_CARD,OVERNIGHT,VIP,DESKTOP,Mobile Safari
122000111,2023-04-04T00:00:00.000,False,True,3000,3000,MOBILE,dxlg-us,LOC6922,984fa68f-7b41-4054-8fd7-cfabc02c6b97,black_friday,social,google,customer4292@email.com,Cancelled,ALT245622,MOBILE_APP,GIFT_CARD,STANDARD,VIP,TABLET,Edge
122000112,2021-06-15T00:00:00.000,False,True,3000,3000,WEB,dxlg-us,LOC6067,9fe86f72-7ca0-4b08-806c-214501e9ace6,holiday_2024,referral,twitter,customer8842@email.com,Shipped,ALT530749,IN_STORE,APPLE_PAY,STANDARD,RETURNING,TABLET,Chrome
122000113,2025-01-17T00:00:00.000,False,True,4000,4000,PHONE,dxlg-us,LOC3102,8df3d7ac-e526-4a13-b993-b3a6fab12048,new_year,direct,twitter,customer3981@email.com,Cancelled,ALT235300,IN_STORE,APPLE_PAY,STANDARD,NEW,MOBILE,Firefox
122000114,2021-11-05T00:00:00.000,False,True,5000,5000,MOBILE,dxlg-us,LOC6669,e73e5c6b-ad24-4451-b5df-82d64cba020e,black_friday,cpc,affiliate,customer2292@email.com,Fulfilled,ALT305837,CALL_CENTER,DEBIT_CARD,OVERNIGHT,NEW,MOBILE,Mobile Safari
122000115,2021-09-23T00:00:00.000,False,True,4000,4000,PHONE,dxlg-us,LOC1674,41762283-3ce1-46d5-a619-464d9527bba4,new_year,email,google,customer1744@email.com,Processing,ALT908475,CALL_CENTER,DEBIT_CARD,SAME_DAY,LOYALTY,DESKTOP,Edge
122000116,2023-04-01T00:00:00.000,False,True,3000,3000,STORE,dxlg-us,LOC5012,a9919f55-0cd4-484d-9f1a-7a4285c388cf,new_year,referral,newsletter,customer5873@email.com,Pending,ALT176517,WEBSITE,DEBIT_CARD,PICKUP,LOYALTY,APP,Edge
122000117,2022-04-15T00:00:00.000,False,True,3000,3000,PHONE,dxlg-us,LOC6231,e4c63260-9737-45e0-a734-205d42d99269,cyber_monday,cpc,newsletter,customer3142@email.com,Cancelled,ALT488539,WEBSITE,PAYPAL,EXPRESS,LOYALTY,DESKTOP,Firefox
122000118,2025-01-15T00:00:00.000,False,True,3000,3000,WEB,dxlg-us,LOC5754,6aa0fdc6-963d-48f1-9594-1702033e7b37,holiday_2024,direct,newsletter,customer5067@email.com,Cancelled,ALT267457,CALL_CENTER,APPLE_PAY,OVERNIGHT,RETURNING,MOBILE,Edge
122000119,2025-10-09T00:00:00.000,False,True,3000,3000,STORE,dxlg-us,LOC1379,a6fac716-ead3-4c64-b5a8-e89f6764727f,spring_sale,organic,bing,customer8491@email.com,Fulfilled,ALT325595,CALL_CENTER,CREDIT_CARD,STANDARD,VIP,APP,Mobile Safari
122000120,2025-04-11T00:00:00.000,False,True,3000,3000,WEB,dxlg-us,LOC8060,1475885a-1b26-4f6c-bc21-dc1aa3948a21,summer_promo,cpc,twitter,customer6992@email.com,Cancelled,ALT522842,CALL_CENTER,CREDIT_CARD,PICKUP,NEW,MOBILE,Firefox
122000121,2023-03-28T00:00:00.000,False,True,4000,4000,STORE,dxlg-us,LOC5582,38d51dce-150c-4181-bcfd-3d475cf4498c,new_year,direct,twitter,customer2946@email.com,Fulfilled,ALT201377,IN_STORE,PAYPAL,OVERNIGHT,VIP,MOBILE,Safari
122000122,2025-09-16T00:00:00.000,False,True,3000,3000,WEB,dxlg-us,LOC1637,9a6b24c2-d8b5-4322-bf2f-5549d499a381,summer_promo,referral,instagram,customer8761@email.com,Shipped,ALT579187,MOBILE_APP,APPLE_PAY,SAME_DAY,RETURNING,TABLET,Mobile Safari
122000123,2023-07-28T00:00:00.000,False,True,4000,4000,PHONE,dxlg-us,LOC6511,bdb9cb8f-242a-4a87-924e-9385a2fe53b6,black_friday,direct,bing,customer9025@email.com,Processing,ALT690268,CALL_CENTER,GIFT_CARD,STANDARD,VIP,TABLET,Chrome
122000124,2024-09-02T00:00:00.000,False,True,5000,5000,WEB,dxlg-us,LOC8775,d7c04378-9d97-4d98-aacd-6e8f5212bfea,fall_clearance,referral,affiliate,customer4728@email.com,Processing,ALT153849,IN_STORE,DEBIT_CARD,SAME_DAY,LOYALTY,MOBILE,Safari
122000125,2020-05-09T00:00:00.000,False,True,5000,5000,WEB,dxlg-us,LOC4125,eebeb211-9711-4b43-9604-14e06628a283,spring_sale,organic,instagram,customer7861@email.com,Fulfilled,ALT533020,MOBILE_APP,GIFT_CARD,SAME_DAY,LOYALTY,DESKTOP,Safari
122000126,2025-10-25T00:00:00.000,False,True,3000,3000,STORE,dxlg-us,LOC9609,ed2025e3-fec3-40c1-965c-0c70216fad00,holiday_2024,cpc,facebook,customer8531@email.com,Shipped,ALT458955,CALL_CENTER,PAYPAL,SAME_DAY,LOYALTY,MOBILE,Safari
122000127,2023-02-16T00:00:00.000,False,True,3000,3000,PHONE,dxlg-us,LOC5735,9ef16b29-ffbb-455b-a401-abd71a5f28d8,cyber_monday,social,twitter,customer9011@email.com,Fulfilled,ALT603110,CALL_CENTER,APPLE_PAY,OVERNIGHT,VIP,DESKTOP,Mobile Safari
122000128,2024-04-04T00:00:00.000,False,True,2000,2000,PHONE,dxlg-us,LOC3399,df9d46da-8941-43e4-8cc0-e50b929019ae,fall_clearance,email,instagram,customer2294@email.com,Fulfilled,ALT563864,CALL_CENTER,GIFT_CARD,EXPRESS,RETURNING,TABLET,Mobile Safari
122000129,2023-01-17T00:00:00.000,False,True,4000,4000,MOBILE,dxlg-us,LOC4972,9fbd31ba-333e-47cb-82e0-7f3ed79f2b46,spring_sale,referral,bing,customer4697@email.com,Processing,ALT344146,WEBSITE,CREDIT_CARD,PICKUP,VIP,APP,Chrome
122000130,2021-07-17T00:00:00.000,False,True,4000,4000,MOBILE,dxlg-us,LOC7666,99b36ff8-917a-48e7-b67a-55b9844fb02d,cyber_monday,organic,newsletter,customer4267@email.com,Cancelled,ALT401198,CALL_CENTER,PAYPAL,STANDARD,NEW,MOBILE,Mobile Safari
122000131,2020-06-01T00:00:00.000,False,True,3000,3000,STORE,dxlg-us,LOC3880,5774f8c5-98e4-4a90-b9f0-8d619962e7be,spring_sale,organic,affiliate,customer9116@email.com,Fulfilled,ALT885386,CALL_CENTER,CREDIT_CARD,STANDARD,VIP,DESKTOP,Firefox
122000132,2023-03-11T00:00:00.000,False,True,5000,5000,STORE,dxlg-us,LOC3198,4f9274c2-64cb-42f8-b525-becaffe9c962,new_year,direct,newsletter,customer5470@email.com,Fulfilled,ALT948102,WEBSITE,PAYPAL,EXPRESS,LOYALTY,TABLET,Safari
122000133,2020-02-27T00:00:00.000,False,True,3000,3000,MOBILE,dxlg-us,LOC3875,33c75310-964a-4432-b396-bfaa2a695501,black_friday,referral,newsletter,customer8007@email.com,Shipped,ALT443856,WEBSITE,GIFT_CARD,STANDARD,RETURNING,MOBILE,Edge
122000134,2023-08-18T00:00:00.000,False,True,3000,3000,PHONE,dxlg-us,LOC7284,ad83fa6a-2f8b-4e63-9c3e-3ec3d413c268,summer_promo,organic,affiliate,customer5374@email.com,Fulfilled,ALT416613,WEBSITE,PAYPAL,OVERNIGHT,RETURNING,DESKTOP,Chrome
122000135,2025-03-21T00:00:00.000,False,True,2000,2000,PHONE,dxlg-us,LOC2923,b6a55e63-4379-423e-af04-748c9e9dca55,cyber_monday,cpc,instagram,customer4618@email.com,Fulfilled,ALT240057,IN_STORE,DEBIT_CARD,PICKUP,VIP,APP,Mobile Safari
122000136,2025-04-12T00:00:00.000,False,True,5000,5000,MOBILE,dxlg-us,LOC5054,48685bfb-3ae6-4195-b72c-100b19205f90,cyber_monday,direct,affiliate,customer2341@email.com,Shipped,ALT568449,CALL_CENTER,CREDIT_CARD,SAME_DAY,NEW,DESKTOP,Mobile Safari
122000137,2025-09-01T00:00:00.000,False,True,4000,4000,MOBILE,dxlg-us,LOC3695,a9ffc835-2253-4aea-8e28-8cd44d99fe84,fall_clearance,direct,newsletter,customer2904@email.com,Processing,ALT315379,IN_STORE,CREDIT_CARD,SAME_DAY,LOYALTY,DESKTOP,Edge
122000138,2021-06-24T00:00:00.000,False,True,2000,2000,WEB,dxlg-us,LOC8575,31c4e8f6-daa6-4d1d-a217-a79c818ab30c,cyber_monday,cpc,twitter,customer1356@email.com,Pending,ALT366817,WEBSITE,DEBIT_CARD,SAME_DAY,NEW,DESKTOP,Edge
122000139,2023-11-12T00:00:00.000,False,True,4000,4000,WEB,dxlg-us,LOC2130,ebeb1877-c66c-4697-a4e9-b5feaa9d51a3,holiday_2024,email,instagram,customer7698@email.com,Fulfilled,ALT906325,MOBILE_APP,GIFT_CARD,OVERNIGHT,LOYALTY,APP,Edge
122000140,2024-03-18T00:00:00.000,False,True,5000,5000,MOBILE,dxlg-us,LOC6697,6a9d1af1-d010-4b09-872a-9017eb59bf5b,spring_sale,social,bing,customer7439@email.com,Shipped,ALT233533,MOBILE_APP,CREDIT_CARD,STANDARD,VIP,APP,Mobile Safari
122000141,2024-10-03T00:00:00.000,False,True,3000,3000,MOBILE,dxlg-us,LOC8546,0c7d630c-56bc-466a-b6b3-85b924ce57e4,fall_clearance,social,instagram,customer4088@email.com,Processing,ALT902674,WEBSITE,CREDIT_CARD,PICKUP,NEW,MOBILE,Safari
122000142,2020-10-02T00:00:00.000,False,True,3000,3000,STORE,dxlg-us,LOC1797,74ca0e57-10ad-4824-8b5b-146027522139,summer_promo,referral,google,customer7590@email.com,Pending,ALT345722,MOBILE_APP,CREDIT_CARD,EXPRESS,VIP,MOBILE,Mobile Safari
122000143,2023-07-30T00:00:00.000,False,True,5000,5000,PHONE,dxlg-us,LOC4881,b6f8c1d9-03ec-42df-b227-9df1250db704,fall_clearance,social,twitter,customer9540@email.com,Fulfilled,ALT533649,CALL_CENTER,PAYPAL,STANDARD,RETURNING,APP,Mobile Safari
122000144,2025-07-23T00:00:00.000,False,True,3000,3000,STORE,dxlg-us,LOC9592,1f578678-93cf-4c6d-a299-68b707a9a5d2,fall_clearance,referral,newsletter,customer7688@email.com,Fulfilled,ALT414455,IN_STORE,DEBIT_CARD,SAME_DAY,LOYALTY,MOBILE,Safari
122000145,2023-05-16T00:00:00.000,False,True,3000,3000,STORE,dxlg-us,LOC1944,20676ca2-19bf-45d1-b1ae-abcbdc4a2b09,black_friday,organic,newsletter,customer9683@email.com,Fulfilled,ALT507286,MOBILE_APP,PAYPAL,EXPRESS,VIP,DESKTOP,Edge
122000146,2024-02-28T00:00:00.000,False,True,5000,5000,MOBILE,dxlg-us,LOC1844,e1f81eb8-f0a0-4510-96db-7e2d4f641660,fall_clearance,organic,twitter,customer1647@email.com,Cancelled,ALT176319,MOBILE_APP,APPLE_PAY,SAME_DAY,RETURNING,APP,Safari
122000147,2023-09-25T00:00:00.000,False,True,3000,3000,MOBILE,dxlg-us,LOC4113,3131477e-cef9-4f0e-98af-a54026fe22dd,cyber_monday,email,twitter,customer8846@email.com,Fulfilled,ALT829417,MOBILE_APP,GIFT_CARD,EXPRESS,VIP,TABLET,Edge
122000148,2025-03-24T00:00:00.000,False,True,3000,3000,PHONE,dxlg-us,LOC5285,9d098b91-338d-44d8-9a0a-05a7794209f1,fall_clearance,direct,newsletter,customer8635@email.com,Fulfilled,ALT941814,IN_STORE,PAYPAL,EXPRESS,VIP,TABLET,Edge
122000149,2020-07-06T00:00:00.000,False,True,3000,3000,MOBILE,dxlg-us,LOC1265,bb0865da-f5a4-468b-829b-02f2a08e7b96,fall_clearance,direct,bing,customer7841@email.com,Fulfilled,ALT259814,MOBILE_APP,PAYPAL,EXPRESS,LOYALTY,MOBILE,Edge
122000150,2023-10-14T00:00:00.000,False,True,2000,2000,STORE,dxlg-us,LOC8550,1c240ac0-0ffb-4dc4-b195-e5ece488cd5d,summer_promo,referral,affiliate,customer6770@email.com,Fulfilled,ALT246757,IN_STORE,DEBIT_CARD,SAME_DAY,NEW,DESKTOP,Chrome
122000151,2020-07-17T00:00:00.000,False,True,2000,2000,MOBILE,dxlg-us,LOC4791,1930eb23-0b0d-4e65-81a9-72993adc6a7f,spring_sale,referral,facebook,customer1149@email.com,Fulfilled,ALT630299,IN_STORE,PAYPAL,STANDARD,LOYALTY,APP,Chrome
122000152,2020-01-28T00:00:00.000,False,True,2000,2000,WEB,dxlg-us,LOC1274,f1e1c55c-3e0d-4d8c-8ba2-bd9e4d418dde,black_friday,referral,instagram,customer9777@email.com,Fulfilled,ALT117975,IN_STORE,DEBIT_CARD,STANDARD,NEW,MOBILE,Safari
122000153,2022-02-25T00:00:00.000,False,True,3000,3000,PHONE,dxlg-us,LOC5379,8abb459b-5b38-4ffc-88b4-ce335c6d17d2,new_year,organic,google,customer7112@email.com,Pending,ALT581294,MOBILE_APP,DEBIT_CARD,OVERNIGHT,NEW,DESKTOP,Chrome
122000154,2024-07-18T00:00:00.000,False,True,4000,4000,STORE,dxlg-us,LOC1919,c32a6101-5113-4949-9a3f-311c86d95638,cyber_monday,email,twitter,customer3807@email.com,Fulfilled,ALT624139,IN_STORE,PAYPAL,SAME_DAY,NEW,DESKTOP,Safari
122000155,2022-05-15T00:00:00.000,False,True,5000,5000,STORE,dxlg-us,LOC5441,93459003-18f8-496b-96cf-48db9b5f0a1f,spring_sale,email,twitter,customer5593@email.com,Shipped,ALT690882,WEBSITE,DEBIT_CARD,OVERNIGHT,NEW,MOBILE,Mobile Safari
122000156,2021-08-13T00:00:00.000,False,True,5000,5000,STORE,dxlg-us,LOC2260,b5e32ce2-75bf-4961-ab4e-eb726ae2db15,fall_clearance,social,bing,customer4939@email.com,Shipped,ALT975194,IN_STORE,APPLE_PAY,OVERNIGHT,LOYALTY,MOBILE,Chrome
122000157,2025-08-13T00:00:00.000,False,True,3000,3000,WEB,dxlg-us,LOC2600,3543058a-86ee-4a2b-b16f-bd48d65992ef,holiday_2024,social,affiliate,customer2245@email.com,Fulfilled,ALT734565,IN_STORE,PAYPAL,STANDARD,VIP,APP,Edge
122000158,2022-07-23T00:00:00.000,False,True,2000,2000,STORE,dxlg-us,LOC4043,e98aedab-316d-4d8f-a582-89d5af0effff,cyber_monday,direct,twitter,customer7227@email.com,Fulfilled,ALT909676,CALL_CENTER,DEBIT_CARD,STANDARD,NEW,TABLET,Safari
122000159,2024-04-05T00:00:00.000,False,True,5000,5000,MOBILE,dxlg-us,LOC7383,82c2a683-0c42-469b-9768-04a27b8b6487,fall_clearance,cpc,google,customer2499@email.com,Fulfilled,ALT423241,IN_STORE,PAYPAL,OVERNIGHT,NEW,MOBILE,Chrome
122000160,2022-02-06T00:00:00.000,False,True,4000,4000,STORE,dxlg-us,LOC2692,c11962ac-98f9-4a59-be77-459335c10aa3,spring_sale,email,instagram,customer2524@email.com,Shipped,ALT727094,CALL_CENTER,GIFT_CARD,STANDARD,VIP,APP,Edge
122000161,2020-12-12T00:00:00.000,False,True,4000,4000,MOBILE,dxlg-us,LOC9537,906e0fd1-4054-4788-929b-92c063bbc8a4,summer_promo,referral,newsletter,customer3777@email.com,Fulfilled,ALT381981,CALL_CENTER,PAYPAL,PICKUP,RETURNING,DESKTOP,Safari
122000162,2024-11-15T00:00:00.000,False,True,3000,3000,STORE,dxlg-us,LOC2260,e17b2b46-5d28-45c0-a146-15c33dc9164b,fall_clearance,cpc,facebook,customer9123@email.com,Shipped,ALT746624,MOBILE_APP,GIFT_CARD,STANDARD,RETURNING,TABLET,Chrome
122000163,2024-06-08T00:00:00.000,False,True,4000,4000,STORE,dxlg-us,LOC6399,276346f4-5f74-4e1f-8ee6-346349dae9b1,holiday_2024,cpc,newsletter,customer3230@email.com,Fulfilled,ALT436241,MOBILE_APP,GIFT_CARD,OVERNIGHT,RETURNING,APP,Firefox
122000164,2023-04-08T00:00:00.000,False,True,5000,5000,STORE,dxlg-us,LOC4971,8d8c17b1-63ac-4e9f-9728-47e9a7aca666,fall_clearance,organic,instagram,customer7437@email.com,Fulfilled,ALT219420,MOBILE_APP,APPLE_PAY,SAME_DAY,RETURNING,DESKTOP,Edge
122000165,2022-05-08T00:00:00.000,False,True,3000,3000,WEB,dxlg-us,LOC7703,c966f85d-0d6a-4757-a8cd-ff7c4bbaf6b8,cyber_monday,organic,facebook,customer5961@email.com,Fulfilled,ALT364955,MOBILE_APP,GIFT_CARD,PICKUP,NEW,APP,Mobile Safari
122000166,2025-05-16T00:00:00.000,False,True,4000,4000,STORE,dxlg-us,LOC9907,3730dfc9-2514-45e0-8f0e-c0c36a774f0f,spring_sale,cpc,twitter,customer9796@email.com,Shipped,ALT769180,WEBSITE,CREDIT_CARD,EXPRESS,VIP,MOBILE,Mobile Safari
122000167,2020-06-30T00:00:00.000,False,True,5000,5000,STORE,dxlg-us,LOC6432,f764aa9c-7d0e-423a-ab48-7c899c5cdd76,new_year,organic,google,customer1172@email.com,Fulfilled,ALT371306,MOBILE_APP,APPLE_PAY,SAME_DAY,RETURNING,APP,Firefox
122000168,2024-05-21T00:00:00.000,False,True,5000,5000,MOBILE,dxlg-us,LOC6651,df87714d-1b9e-47bf-8890-81403b911071,spring_sale,organic,google,customer5840@email.com,Pending,ALT190025,WEBSITE,DEBIT_CARD,OVERNIGHT,VIP,TABLET,Edge
122000169,2022-04-27T00:00:00.000,False,True,3000,3000,STORE,dxlg-us,LOC2599,7bb2093d-f090-44b0-9410-6349fda0741c,holiday_2024,referral,twitter,customer8412@email.com,Fulfilled,ALT170437,CALL_CENTER,CREDIT_CARD,STANDARD,NEW,TABLET,Chrome
122000170,2021-11-04T00:00:00.000,False,True,5000,5000,MOBILE,dxlg-us,LOC9454,84c6f8d0-ecba-431d-a0b3-457f87aa845f,summer_promo,direct,facebook,customer6422@email.com,Shipped,ALT547080,IN_STORE,DEBIT_CARD,PICKUP,RETURNING,MOBILE,Edge
122000171,2024-06-08T00:00:00.000,False,True,4000,4000,MOBILE,dxlg-us,LOC8365,4189d16b-a80b-4175-ad40-885210f5bf02,black_friday,organic,newsletter,customer1072@email.com,Processing,ALT325230,MOBILE_APP,PAYPAL,STANDARD,NEW,MOBILE,Firefox
122000172,2023-08-28T00:00:00.000,False,True,3000,3000,PHONE,dxlg-us,LOC9019,6413fdb8-1574-4625-9998-d08d0a048bd6,black_friday,referral,instagram,customer7367@email.com,Shipped,ALT511612,WEBSITE,PAYPAL,OVERNIGHT,LOYALTY,MOBILE,Firefox
122000173,2020-12-13T00:00:00.000,False,True,3000,3000,WEB,dxlg-us,LOC4908,921126a4-f13f-4cd7-94e7-4ddbab89d292,fall_clearance,email,facebook,customer7116@email.com,Processing,ALT248225,IN_STORE,GIFT_CARD,SAME_DAY,RETURNING,APP,Edge
122000174,2022-01-30T00:00:00.000,False,True,4000,4000,MOBILE,dxlg-us,LOC3733,bc7fa424-ca5d-4180-b8b2-9ca6bc94e7d7,holiday_2024,cpc,facebook,customer4065@email.com,Fulfilled,ALT982885,IN_STORE,APPLE_PAY,STANDARD,VIP,DESKTOP,Edge
122000175,2021-07-13T00:00:00.000,False,True,2000,2000,STORE,dxlg-us,LOC7703,a89ac859-30b4-47c6-8bf7-b633d8f27425,cyber_monday,organic,newsletter,customer8272@email.com,Pending,ALT275377,WEBSITE,APPLE_PAY,STANDARD,RETURNING,TABLET,Chrome
122000176,2023-01-30T00:00:00.000,False,True,3000,3000,MOBILE,dxlg-us,LOC8492,a21b6203-2285-454a-9093-e9f3edba5e96,black_friday,referral,affiliate,customer9115@email.com,Shipped,ALT635618,WEBSITE,APPLE_PAY,STANDARD,VIP,TABLET,Mobile Safari
122000177,2020-06-19T00:00:00.000,False,True,2000,2000,MOBILE,dxlg-us,LOC7965,9198027e-7567-4325-9e51-e0fd08f01253,spring_sale,referral,affiliate,customer5055@email.com,Fulfilled,ALT133796,IN_STORE,PAYPAL,OVERNIGHT,NEW,APP,Chrome
122000178,2022-08-28T00:00:00.000,False,True,5000,5000,PHONE,dxlg-us,LOC8015,062acc93-786e-4899-89f2-455a0deda94b,summer_promo,direct,facebook,customer4385@email.com,Cancelled,ALT316995,WEBSITE,APPLE_PAY,OVERNIGHT,VIP,MOBILE,Firefox
122000179,2023-04-13T00:00:00.000,False,True,3000,3000,WEB,dxlg-us,LOC3221,fdd8f287-7ee9-4fb0-b133-9abcd5b764d9,new_year,organic,google,customer5543@email.com,Cancelled,ALT787757,MOBILE_APP,DEBIT_CARD,EXPRESS,RETURNING,TABLET,Safari
122000180,2024-05-27T00:00:00.000,False,True,4000,4000,PHONE,dxlg-us,LOC7786,b926eb10-406d-459e-92cb-82420715a3aa,holiday_2024,organic,google,customer2525@email.com,Pending,ALT640659,CALL_CENTER,PAYPAL,PICKUP,LOYALTY,TABLET,Mobile Safari
122000181,2020-01-11T00:00:00.000,False,True,5000,5000,WEB,dxlg-us,LOC8511,b92847bb-49aa-4bd9-97fc-e8a1b5b88eba,cyber_monday,referral,twitter,customer6869@email.com,Cancelled,ALT166407,IN_STORE,DEBIT_CARD,PICKUP,RETURNING,APP,Firefox
122000182,2023-08-15T00:00:00.000,False,True,3000,3000,MOBILE,dxlg-us,LOC8951,4aa6697a-db49-456a-8cda-53e8c16472ba,new_year,cpc,twitter,customer1793@email.com,Fulfilled,ALT204411,IN_STORE,CREDIT_CARD,STANDARD,RETURNING,APP,Edge
122000183,2020-01-03T00:00:00.000,False,True,3000,3000,MOBILE,dxlg-us,LOC5945,50ad8fb2-3eb9-4252-bf53-d52181e61212,summer_promo,cpc,google,customer6905@email.com,Fulfilled,ALT186424,CALL_CENTER,DEBIT_CARD,STANDARD,LOYALTY,TABLET,Safari
122000184,2024-10-24T00:00:00.000,False,True,5000,5000,WEB,dxlg-us,LOC1017,9d6ea251-26ba-4734-8637-511324ec4d34,summer_promo,organic,google,customer3174@email.com,Shipped,ALT337178,IN_STORE,CREDIT_CARD,STANDARD,VIP,DESKTOP,Edge
122000185,2021-06-25T00:00:00.000,False,True,3000,3000,STORE,dxlg-us,LOC2463,c52dd540-68d8-4d97-a0c6-a19c33cfc62a,cyber_monday,email,google,customer6133@email.com,Fulfilled,ALT413791,MOBILE_APP,GIFT_CARD,EXPRESS,RETURNING,DESKTOP,Mobile Safari
